created_at,text,Polarity,Subjectivity
Tue Apr 19 01:39:59 +0000 2016,RT @WIRED: Forget Coachella. Bernie Sanders' NYC campaign is Pitchfork come to life https://t.co/CO8Hh6PH13 https://t.co/4DfyqZpu9u,0.0985368,0
Tue Apr 19 01:39:59 +0000 2016,"RT @jonahray: If Bernie Sanders announced his VP was Bill Murray the youth would burn up in some sort of ""meme-fireball"" in a nanosecond.",0,0
Tue Apr 19 01:39:59 +0000 2016,"@SocialNewYork AFTER PUBLIC ANGUISH, BRONX COUNCILMAN ENDORSES BERNIE SANDERS ON EVE OF PRIMARY!

https://t.co/pfR35RnihN",0.25,0.2833333333333333
Tue Apr 19 01:40:00 +0000 2016,RT @UltimateTennis_: @BernieSanders This is why Bernie Sanders is a global movement. And a very crucial one at that. https://t.co/28g4p897UA,0.484454,0.5
Tue Apr 19 01:40:01 +0000 2016,RT @shailenewoodley: Bernie Sanders wins Colorado with big showing at state convention https://t.co/WgKOG8WrkM,0.15,0.15000000000000002
Tue Apr 19 01:40:01 +0000 2016,ONLY BERNIE CAN BEAT THE REPUBLICANS!  BERNIE BEATS ALL OF THE REPUBLICANS!  VOTE 4 BERNIE SANDERS 4 PRESIDENT! https://t.co/qf68k9LJOI,-0.313708,1
Tue Apr 19 01:40:02 +0000 2016,RT @iamkerenlouise: WTG --feel the Bern https://t.co/VJwb6fsC0M,0.484454,0
Tue Apr 19 01:40:02 +0000 2016,"@NYBuffMedia AFTER PUBLIC ANGUISH, BRONX COUNCILMAN ENDORSES BERNIE SANDERS ON EVE OF PRIMARY!

https://t.co/pfR35RnihN",0.25,0.2833333333333333
Tue Apr 19 01:40:03 +0000 2016,RT @glomilll: Bernie Sanders Just Accused Hillary Clinton of Violating Campaign Finance Laws https://t.co/FUanUGZVBa,-0.0907145,0
Tue Apr 19 01:40:04 +0000 2016,"""I really can't stand Bernie Sanders. I used to really like him- in this campaign I think he is mean, he insults her https://t.co/jOQn93uWAR",0.029166666666666674,0.3625
Tue Apr 19 01:40:04 +0000 2016,RT @ShaunKing: It didn't take Bernie Sanders to convince of us of this. We saw it with our own eyes.  https://t.co/7TzQfT4Igx,0.6,1
Tue Apr 19 01:40:05 +0000 2016,"Alexander Reed Kelly: Why My Mother Supports Bernie Sanders for President - Truthdig - 
https://t.co/HOYtGTqpw1",0.0807909,0
